Short_Name,Full_Name
B08526e19,"Car, truck, or van - drove alone:  Manufacturing:   Workers 16 years and over -- (Estimate)"
B08526m19,"Car, truck, or van - drove alone:  Manufacturing:   Workers 16 years and over -- (Margin of Error)"
B08526e20,"Car, truck, or van - drove alone:  Wholesale trade:   Workers 16 years and over -- (Estimate)"
B08526m20,"Car, truck, or van - drove alone:  Wholesale trade:   Workers 16 years and over -- (Margin of Error)"
B08526e21,"Car, truck, or van - drove alone:  Retail trade:   Workers 16 years and over -- (Estimate)"
B08526m21,"Car, truck, or van - drove alone:  Retail trade:   Workers 16 years and over -- (Margin of Error)"
B08526e22,"Car, truck, or van - drove alone:  Transportation and warehousing, and utilities:   Workers 16 years and over -- (Estimate)"
B08526m22,"Car, truck, or van - drove alone:  Transportation and warehousing, and utilities:   Workers 16 years and over -- (Margin of Error)"
B08526e23,"Car, truck, or van - drove alone:  Information:   Workers 16 years and over -- (Estimate)"
B08526m23,"Car, truck, or van - drove alone:  Information:   Workers 16 years and over -- (Margin of Error)"
B08526e24,"Car, truck, or van - drove alone:  Finance and insurance, and real estate and rental and leasing:   Workers 16 years and over -- (Estimate)"
B08526m24,"Car, truck, or van - drove alone:  Finance and insurance, and real estate and rental and leasing:   Workers 16 years and over -- (Margin of Error)"
B08526e25,"Car, truck, or van - drove alone:  Professional, scientific, and management, and administrative and waste management services:   Workers 16 years and over -- (Estimate)"
B08526m25,"Car, truck, or van - drove alone:  Professional, scientific, and management, and administrative and waste management services:   Workers 16 years and over -- (Margin of Error)"
B08526e26,"Car, truck, or van - drove alone:  Educational services, and health care and social assistance:   Workers 16 years and over -- (Estimate)"
B08526m26,"Car, truck, or van - drove alone:  Educational services, and health care and social assistance:   Workers 16 years and over -- (Margin of Error)"
B08526e27,"Car, truck, or van - drove alone:  Arts, entertainment, and recreation, and accommodation and food services:   Workers 16 years and over -- (Estimate)"
B08526m27,"Car, truck, or van - drove alone:  Arts, entertainment, and recreation, and accommodation and food services:   Workers 16 years and over -- (Margin of Error)"
B08526e28,"Car, truck, or van - drove alone:  Other services (except public administration):   Workers 16 years and over -- (Estimate)"
B08526m28,"Car, truck, or van - drove alone:  Other services (except public administration):   Workers 16 years and over -- (Margin of Error)"
B08526e29,"Car, truck, or van - drove alone:  Public administration:   Workers 16 years and over -- (Estimate)"
B08526m29,"Car, truck, or van - drove alone:  Public administration:   Workers 16 years and over -- (Margin of Error)"
B08526e30,"Car, truck, or van - drove alone:  Armed forces:   Workers 16 years and over -- (Estimate)"
B08526m30,"Car, truck, or van - drove alone:  Armed forces:   Workers 16 years and over -- (Margin of Error)"
B08526e31,"Car, truck, or van - carpooled:   Workers 16 years and over -- (Estimate)"
B08526m31,"Car, truck, or van - carpooled:   Workers 16 years and over -- (Margin of Error)"
B08526e32,"Car, truck, or van - carpooled:  Agriculture, forestry, fishing and hunting, and mining:   Workers 16 years and over -- (Estimate)"
B08526m32,"Car, truck, or van - carpooled:  Agriculture, forestry, fishing and hunting, and mining:   Workers 16 years and over -- (Margin of Error)"
B08526e33,"Car, truck, or van - carpooled:  Construction:   Workers 16 years and over -- (Estimate)"
B08526m33,"Car, truck, or van - carpooled:  Construction:   Workers 16 years and over -- (Margin of Error)"
B08526e34,"Car, truck, or van - carpooled:  Manufacturing:   Workers 16 years and over -- (Estimate)"
B08526m34,"Car, truck, or van - carpooled:  Manufacturing:   Workers 16 years and over -- (Margin of Error)"
B08526e35,"Car, truck, or van - carpooled:  Wholesale trade:   Workers 16 years and over -- (Estimate)"
B08526m35,"Car, truck, or van - carpooled:  Wholesale trade:   Workers 16 years and over -- (Margin of Error)"
B08526e36,"Car, truck, or van - carpooled:  Retail trade:   Workers 16 years and over -- (Estimate)"
B08526m36,"Car, truck, or van - carpooled:  Retail trade:   Workers 16 years and over -- (Margin of Error)"
B08526e37,"Car, truck, or van - carpooled:  Transportation and warehousing, and utilities:   Workers 16 years and over -- (Estimate)"
B08526m37,"Car, truck, or van - carpooled:  Transportation and warehousing, and utilities:   Workers 16 years and over -- (Margin of Error)"
B08526e38,"Car, truck, or van - carpooled:  Information:   Workers 16 years and over -- (Estimate)"
B08526m38,"Car, truck, or van - carpooled:  Information:   Workers 16 years and over -- (Margin of Error)"
B08526e39,"Car, truck, or van - carpooled:  Finance and insurance, and real estate and rental and leasing:   Workers 16 years and over -- (Estimate)"
B08526m39,"Car, truck, or van - carpooled:  Finance and insurance, and real estate and rental and leasing:   Workers 16 years and over -- (Margin of Error)"
B08526e40,"Car, truck, or van - carpooled:  Professional, scientific, and management, and administrative and waste management services:   Workers 16 years and over -- (Estimate)"
B08526m40,"Car, truck, or van - carpooled:  Professional, scientific, and management, and administrative and waste management services:   Workers 16 years and over -- (Margin of Error)"
B08526e41,"Car, truck, or van - carpooled:  Educational services, and health care and social assistance:   Workers 16 years and over -- (Estimate)"
B08526m41,"Car, truck, or van - carpooled:  Educational services, and health care and social assistance:   Workers 16 years and over -- (Margin of Error)"
B08526e42,"Car, truck, or van - carpooled:  Arts, entertainment, and recreation, and accommodation and food services:   Workers 16 years and over -- (Estimate)"
B08526m42,"Car, truck, or van - carpooled:  Arts, entertainment, and recreation, and accommodation and food services:   Workers 16 years and over -- (Margin of Error)"
B08526e43,"Car, truck, or van - carpooled:  Other services (except public administration):   Workers 16 years and over -- (Estimate)"
B08526m43,"Car, truck, or van - carpooled:  Other services (except public administration):   Workers 16 years and over -- (Margin of Error)"
B08526e44,"Car, truck, or van - carpooled:  Public administration:   Workers 16 years and over -- (Estimate)"
B08526m44,"Car, truck, or van - carpooled:  Public administration:   Workers 16 years and over -- (Margin of Error)"
B08526e45,"Car, truck, or van - carpooled:  Armed forces:   Workers 16 years and over -- (Estimate)"
B08526m45,"Car, truck, or van - carpooled:  Armed forces:   Workers 16 years and over -- (Margin of Error)"
B08526e46,Public transportation (excluding taxicab):   Workers 16 years and over -- (Estimate)
B08526m46,Public transportation (excluding taxicab):   Workers 16 years and over -- (Margin of Error)
B08526e47,"Public transportation (excluding taxicab):  Agriculture, forestry, fishing and hunting, and mining:   Workers 16 years and over -- (Estimate)"
B08526m47,"Public transportation (excluding taxicab):  Agriculture, forestry, fishing and hunting, and mining:   Workers 16 years and over -- (Margin of Error)"
B08526e48,Public transportation (excluding taxicab):  Construction:   Workers 16 years and over -- (Estimate)
B08526m48,Public transportation (excluding taxicab):  Construction:   Workers 16 years and over -- (Margin of Error)
B08526e49,Public transportation (excluding taxicab):  Manufacturing:   Workers 16 years and over -- (Estimate)
B08526m49,Public transportation (excluding taxicab):  Manufacturing:   Workers 16 years and over -- (Margin of Error)
B08526e50,Public transportation (excluding taxicab):  Wholesale trade:   Workers 16 years and over -- (Estimate)
B08526m50,Public transportation (excluding taxicab):  Wholesale trade:   Workers 16 years and over -- (Margin of Error)
B08526e51,Public transportation (excluding taxicab):  Retail trade:   Workers 16 years and over -- (Estimate)
B08526m51,Public transportation (excluding taxicab):  Retail trade:   Workers 16 years and over -- (Margin of Error)
B08526e52,"Public transportation (excluding taxicab):  Transportation and warehousing, and utilities:   Workers 16 years and over -- (Estimate)"
B08526m52,"Public transportation (excluding taxicab):  Transportation and warehousing, and utilities:   Workers 16 years and over -- (Margin of Error)"
B08526e53,Public transportation (excluding taxicab):  Information:   Workers 16 years and over -- (Estimate)
B08526m53,Public transportation (excluding taxicab):  Information:   Workers 16 years and over -- (Margin of Error)
B08526e54,"Public transportation (excluding taxicab):  Finance and insurance, and real estate and rental and leasing:   Workers 16 years and over -- (Estimate)"
B08526m54,"Public transportation (excluding taxicab):  Finance and insurance, and real estate and rental and leasing:   Workers 16 years and over -- (Margin of Error)"
B08526e55,"Public transportation (excluding taxicab):  Professional, scientific, and management, and administrative and waste management services:   Workers 16 years and over -- (Estimate)"
B08526m55,"Public transportation (excluding taxicab):  Professional, scientific, and management, and administrative and waste management services:   Workers 16 years and over -- (Margin of Error)"
B08526e56,"Public transportation (excluding taxicab):  Educational services, and health care and social assistance:   Workers 16 years and over -- (Estimate)"
B08526m56,"Public transportation (excluding taxicab):  Educational services, and health care and social assistance:   Workers 16 years and over -- (Margin of Error)"
B08526e57,"Public transportation (excluding taxicab):  Arts, entertainment, and recreation, and accommodation and food services:   Workers 16 years and over -- (Estimate)"
B08526m57,"Public transportation (excluding taxicab):  Arts, entertainment, and recreation, and accommodation and food services:   Workers 16 years and over -- (Margin of Error)"
B08526e58,Public transportation (excluding taxicab):  Other services (except public administration):   Workers 16 years and over -- (Estimate)
B08526m58,Public transportation (excluding taxicab):  Other services (except public administration):   Workers 16 years and over -- (Margin of Error)
B08526e59,Public transportation (excluding taxicab):  Public administration:   Workers 16 years and over -- (Estimate)
B08526m59,Public transportation (excluding taxicab):  Public administration:   Workers 16 years and over -- (Margin of Error)
B08526e60,Public transportation (excluding taxicab):  Armed forces:   Workers 16 years and over -- (Estimate)
B08526m60,Public transportation (excluding taxicab):  Armed forces:   Workers 16 years and over -- (Margin of Error)
B08526e61,Walked:   Workers 16 years and over -- (Estimate)
B08526m61,Walked:   Workers 16 years and over -- (Margin of Error)
B08526e62,"Walked:  Agriculture, forestry, fishing and hunting, and mining:   Workers 16 years and over -- (Estimate)"
