"FMID","MarketName","Website","street","city","County","State","zip","Season1Date","Season1Time","Season2Date","Season2Time","Season3Date","Season3Time","Season4Date","Season4Time","x","y","Location","Credit","WIC","WICcash","SFMNP","SNAP","Bakedgoods","Cheese","Crafts","Flowers","Eggs","Seafood","Herbs","Vegetables","Honey","Jams","Maple","Meat","Nursery","Nuts","Plants","Poultry","Prepared","Soap","Trees","Wine","updateTime"
1004516,"Danbury Farmers' Market","http://www.citycenterdanbury.com","Kennedy Avenue","Danbury","Fairfield","Connecticut",6810,"06/28/2013 to 10/25/2013","Fri: 11:30 AM-5:30 PM;",,,,,,,-73.455371,41.396242,"Other","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N","N",6/10/2013 13:08
1001594,"Dandridge Farmers Market","http://www.mainstreetdandridge.com","Gay Street and Meeting Street","Dandridge","Jefferson","Tennessee",37725,"04/20/2013 to 10/26/2013","Sat: 9:00 AM-12:00 PM;",,,,,,,-83.415659,36.016364,"Local government building grounds","Y","N","N","N","N","Y","N","N","Y","Y","N","Y","Y","Y","N","N","Y","N","N","Y","N","N","Y","N","N",6/12/2013 19:32
1005175,"Dane County Farmers Market I",,"330 W. Miffline St.","Madison","Dane","Wisconsin",53703,"January 05, 2012 to April 13, 2012","Sat:7:30 AM - 12:00 PM;",,,,,,,-89.3892386,43.072911,"Other","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N",5/18/2012 10:39
1005176,"Dane County Farmers Market I","http://www.dcfm.org","One John Nolen Drive","Madison","Dane","Wisconsin",53703,"November 17, 2012 to December 13, 2012","Sat:7:30 AM - 12:00 PM;",,,,,,,-89.38027,43.071445,"Other","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N",5/18/2012 10:39
1005177,"Dane County Farmers Market I","http://www.dcfm.org","200 block of Martin Luther King, Jr. Blvd","Madison","Dane","Wisconsin",53703,"April 21, 2012 to November 7, 2012","Wed:8:30 AM - 2:00 PM;",,,,,,,-89.381847,43.072775,"Closed-off public street","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N",5/18/2012 10:39
1005178,"Dane County Farmers Market I","http://www.dcfm.org","Capitol Square, Downtown","Madison","Dane","Wisconsin",53701,"April 21, 2012 to November 10, 2012","Sat:6:00 AM - 2:00 PM;",,,,,,,-89.384251,43.074625,"Federal/State government building grounds","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N",5/18/2012 10:39
1008551,"Daniel Wilson",,"640 S KY 15","Campton","Wolfe","Kentucky",41301,"05/01/2013 to 10/31/2013","Tue: 10:00 AM-;Fri: 10:00 AM-;Sat: 10:00 AM-;",,,,,,,-83.515101,37.696839,"Private business parking lot","Y","N","Y","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/26/2013 12:08
1001314,"Daniels Farmstead","http://www.danielsfarmstead.org","286 Mendon St","Blackstone","Worcester","Massachusetts",1504,"07/07/2013 to 10/06/2013","Sun: 11:00 AM-3:00 PM;",,,,,,,-71.552083,42.060276,"On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","N","N","Y","N","N","N","Y","N","Y","Y","Y","N","Y","N","N","N","Y","N","Y","N","N","N",6/27/2013 17:31
1007766,"Danielson Farmers Market","http://www.nectfarmersmarket.org","Killingly Memorial Library, 25 Westcott Road","Danielson","Windham","Connecticut",6239,,,,,,,,,-71.8776,41.8091,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001339,"Dansville Farmers Market",,"Airport Hanger parking lot, 50 Maple Ave.","Dansville","Livingston","New York",,,,,,,,,,-77.7084,42.566,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1004427,"Dansville Farmers' Market","http://www.dansvillefarmersmarket.weebly.com","1050 Dakin St.","Dansville","Ingham","Michigan",48819,"06/13/2013 to 09/26/2013","Thu: 4:00 PM-7:00 PM;",,,,,,,-84.308382,42.554731,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","Y","N","N",6/10/2013 13:33
1000044,"Danville Auction",,"15684 Body Rd.","Danville","Knox","Ohio",43014,,,,,,,,,-82.2445,40.4553,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1000230,"Danville Caledonia Farmers' Market",,"On the green","Danville","Caledonia","Vermont",,,,,,,,,,-72.1022,44.4647,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2/17/2012 15:10
1003654,"Danville Farmers Market","http://www.sites.google.com/site/caledoniafarmersmarket/","51 Peacham Road","Danville","Caledonia","Vermont",5828,,,,,,,,,-72.1396,44.4108,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","May 13 2010 11:01PM"
1003509,"Danville Farmers' Market","http://www.playdanvilleva.com","629 Craighead St.","Danville","Pittsylvania","Virginia",24541,"July 4, 2012 to October","Sat:7:30 AM - 12:00 PM;","May to June","Sat:7:30 AM - 12:00 PM;",,,,,-79.385211,36.584175,"Local government building grounds","Y","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","Y","N",5/23/2012 9:51
1006549,"Danville Farmers' Market","http://www.pcfma.com","205 Railroad Ave","Danville","Contra Costa","California",94526,"January to December","Sat:9:00 AM - 1:00 PM;",,,,,,,-121.999869,37.819955,"Local government building grounds","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y",6/13/2012 11:20
1004993,"Darby Farmers Market",,"106 S Main Street","Darby","Ravalli","Montana",59829,"05/14/2013 to 10/29/2013","Tue: 12:00 PM-6:00 PM;",,,,,,,-114.178,46.0204,"Local government building grounds","Y","N","Y","Y","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N",6/12/2013 11:54
1007703,"Darien Farmers Market","http://www.darienfarmersmarket.net","Mechanic Street, Behind Fire House","Darien","Fairfield","Connecticut",6810,,,,,,,,,-73.4828,41.0753,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005533,"Darlington Farmers Market",,,"Darlington","Lafayette","Wisconsin",53530,,,,,,,,,-90.1214,42.6772,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002568,"Dartmouth Farmers Market",,"Rex Field, adjacent to St. Peters Church, 351 Elm Street, Padanaram Village","Dartmouth","Bristol","Massachusetts",2747,"June to September","Fri:1:00 PM - 6:00 PM;",,,,,,,-70.94434,41.58768,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","Y","N","N",4/25/2012 17:46
1001775,"Dauphin Island Market",,"East Bienville Blvd at Cadillac Square Park","Dauphin Island","Mobile","Alabama",36528,,,,,,,,,-88.1594,30.2507,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1008435,"Davenport Farmers Market",,"City Park","Davenport","Thayer","Nebraska",68335,"06/27/2013 to 10/03/2013","Thu: 5:00 PM-7:00 PM;",,,,,,,-97.810674,40.311749,"Local government building grounds","Y","N","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","Y","N","Y","Y","Y","N",6/25/2013 12:32
1004156,"Davenport Farmers' Market","http://www.mvgrowers.com","320 W. Kimberly Rd.","Davenport","Scott","Iowa",52806,"05/01/2013 to 10/30/2013","Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;",,,,,,,-90.57086,41.56319,"Private business parking lot","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","N","N","Y",6/13/2013 10:55
1003088,"David City Farmers Market","http://www.davidcityne.com","Courthouse parking lot","David City","Butler","Nebraska",68632,,,,,,,,,-97.1286,41.2531,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001882,"Davis County Farmers' Market","http://www.bloomfieldmainstreet.com/Farmer'sMarket.htm","100 Courthouse Square","Bloomfield","Davis","Iowa",52537,"05/18/2013 to 10/19/2013","Tue: 3:00 PM-6:00 PM;Sat: 8:30 AM-11:30 PM;",,,,,,,-92.414374,40.751418,"Local government building grounds","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","Y","Y","Y","N","N","N","N","Y","N","N","N","Y","N",6/19/2013 15:35
1001883,"Davis County Farmers' Market","http://www.bloomfieldmainstreet.com/Farmer'sMarket.htm","100 E. Jefferson St.","Bloomfield","Davis","Iowa",52537,"05/18/2013 to 10/19/2013","Tue: 3:00 PM-6:00 PM;Sat: 8:30 AM-11:30 AM;",,,,,,,-92.414246,40.751572,"Other","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","N","Y","N","N","N","Y","N",6/19/2013 15:31
1002131,"Davis Farmers Market","http://www.DavisFarmersMarket.org","4th and C Streets","Davis","Yolo","California",95616,"January to December","Wed:4:30 PM - 8:30 PM;Sat:8:00 AM - 1:00 PM;",,,,,,,-121.7439932,38.545451,"Other","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y",4/25/2012 17:02
1003589,"Davison Downtown Farmers Market","http://www.cityofdavison.org/farmers.htm","Cornier of Shoppers Alley & Second Street","Davison","Genesee","Michigan",48423,,,,,,,,,-83.516,43.0317,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1003563,"Dawson County Farmers Market","http://www.caes.uga.edu/extension/dawson/DawsonCountyFarmersMarket.html","298 Academy Avenue","Dawsonville","Dawson","Georgia",30534,"07/03/2013 to 09/28/2013","Wed: 7:30 AM-10:30 AM;Sat: 7:30 AM-10:30 AM;",,,,,,,-84.119596,34.420216,"Local government building grounds","Y","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/17/2013 8:53
1005722,"Dayton & Silver Springs Farmers Markets","http://www.communityharvestnv.org","1355 Donner Trail Road","Silver Springs","Lyon","Nevada",89429,"June to September","Thu:8:30 AM - 11:00 AM;",,,,,,,-119.221959,39.414314,"Other","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N",5/16/2012 23:40
1001090,"Dayton Farmers Market","http://www.daytonfarmersmarket.com","3105 John Wayland Highway","Dayton","Rockingham","Virginia",22824,,,,,,,,,-78.8763,38.4258,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1003500,"Dayton Farmers Market",,"Courthouse Square","Dayton","Rhea","Tennessee",37321,"04/01/2013 to 10/31/2013","Mon: 7:00 AM-5:00 PM;Tue: 7:00 AM-5:00 PM;Wed: 7:00 AM-5:00 PM;Thu: 7:00 AM-5:00 PM;Fri: 7:00 AM-5:00 PM;",,,,,,,-85.012615,35.495355,"Local government building grounds","Y","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/28/2013 10:22
1008492,"Dayton Farmers Market",,"Hwy 50 and 2nd Ave.","Dayton","Lyon","Nevada",89403,"06/13/2013 to 09/26/2013","Thu: 3:00 PM-6:00 PM;",,,,,,,-119.589435,39.238325,"Other","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","Y","N","N",6/25/2013 17:20
1002451,"Dayville Mercantile",,"207 W. Franklin Ave","Dayville","Grant","Oregon",97825,,,,,,,,,-119.537,44.4701,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Jun 4 2010 3:59PM"
1004358,"DC Farmers Market",,"1309 5th Street, NE","Washington","District of Columbia","District of Columbia",20002,,,,,,,,,-76.998,38.9088,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007204,"De Pere Farmer Market",,"144 N Wisconsin St","De Pere","Brown","Wisconsin",54115,,,,,,,,,-88.0592,44.4496,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1008525,"De Soto Farmers' Market","http://www.buyfreshlocal.blogspot.com","1004 Rock Road","De Soto","Jefferson","Missouri",63020,"05/04/2013 to 10/26/2013","Sun: 8:00 AM-12:00 PM;",,,,,,,-90.56474,38.1388589,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","N","N","N","N","Y","N","Y","N","N","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","Y","N",6/26/2013 10:40
1007151,"Deaf Smith Chamber of Commerce Farmers Market",,"200 E. Park Avenue","Hereford","Deaf Smith","Texas",79045,,,,,,,,,-102.404,34.8221,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001317,"Deale Farmers' Market",,"5965 Deale Churchton Road","Deale","Anne Arundel","Maryland",20751,"07/11/2013 to 10/31/2013","Thu: 3:00 PM-6:00 PM;",,,,,,,-76.552691,38.78112,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","Y","N","Y","N","Y","N","N","Y","N","N","Y","Y","N","Y","N","Y","N","N","N","Y","N","N","N","N",6/17/2013 18:58
20071,"Deans Farm Market","http://www.deansfarmmarket.com/","4231 NC Hwy 42 West","Wilson",,"North Carolina",27893,,,,,,,,,-77.9008,35.7334,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",
1005735,"Decatur Farmer's Market","http://www.decaturindianafarmersmarket.com/default.aspx","231 East Monroe Street","Decatur","Adams","Indiana",46733,"June to October","Thu:3:30 PM - 6:30 PM;",,,,,,,-84.92007,40.83229,"Local government building grounds","Y","N","N","N","N","Y","N","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","Y","N",5/24/2012 15:01
1003044,"Decatur Farmers Market",,"In the park downtown at Phelps & St Marys","Decatur","Van Buren","Michigan",49045,,,,,,,,,-85.9774,42.1119,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001233,"Decatur/Morgan County Farmers Market",,"211 1st Ave. SE","Decatur","Morgan","Alabama",35602,,,,,,,,,-87.0233,34.6113,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1008296,"Dedham Farmers Market","http://www.dedhamfarmersmarket.org","670 High Street","Dedham","Norfolk","Massachusetts",2026,"06/19/2013 to 10/30/2013","Wed: 12:00 PM-6:00 PM;",,,,,,,-71.17718,42.248995,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","N","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","Y",6/20/2013 22:51
1007817,"DEEP RIVER - LACE FACTORY FARMERS’ MARKET","http://www.thelacefactory.com","161 River Street","Deep River","Middlesex","Connecticut",,,,,,,,,,-72.4275,41.393,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007458,"Deep River Farmers Market",,"The Stone House, 245 Main Street","Deep River","Middlesex","Connecticut",6417,,,,,,,,,-72.436,41.3868,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1000260,"Deer Park Farmers Market",,"Sunset Ave. and Brook Rd.","Westhampton Beach","Suffolk","New York",11978,,,,,,,,,-72.6446,40.815,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
20072,"Deerfield Beach Green Market","http://www.localharvest.org/deerfield-beach-green-market-M55080","East Hillsboro Blvd","Deerfield Beach",,"Florida",33432,,,,,,,,,-80.0886,26.3165,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
1002025,"Deerfield Farmer's Market","http://www.farmersmarket.deerfield-nh.us/","10 Church Street","Deerfield","Rockingham","New Hampshire",3037,"06/14/2013 to 09/20/2013","Fri: 3:30 PM-6:30 PM;","11/09/2013 to 03/15/2014","Sun: 1:00 PM-4:00 PM;",,,,,-71.243012,43.13333,"Local government building grounds","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N",6/27/2013 13:49
1003098,"Deerfield Farmers Market","http://www.deerfield.il.us/residents/farmers_market","Deerfield Rd. & Robert York Ave.","Deerfield","Lake","Illinois",60015,"06/08/2013 to 10/12/2013","Sat: 7:00 AM-12:30 PM;",,,,,,,-87.8489,42.1676,"Other","Y","Y","N","N","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N",6/19/2013 13:50
1003733,"Deerfield Twp Farmers Market",,"3292 Montgomery Road","Warren","Warren","Ohio",,,,,,,,,,-84.2825,39.3039,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1006190,"Defiance County Farmers' Markets","http://www.defiance.osu.edu","St. Rt. 66 south of U.S. 24","Defiance","Defiance","Ohio",43512,"May to October","Tue:4:00 PM - 7:00 PM;Thu:12:00 PM - 4:00 PM;Sat:8:00 AM - 12:00 PM;",,,,,,,-84.361911,41.302071,"Private business parking lot","Y","Y","N","Y","N","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","N","N","N","N","N",4/30/2012 16:15
1006191,"Defiance County Farmers' Markets","http://www.defiance.osu.edu","121 W. High Street (S.R. 2)","Hicksville","Defiance","Ohio",43526,"May to October","Tue:7:30 AM - 11:30 AM;Fri:3:00 PM - 7:00 PM;",,,,,,,-84.762354,41.292254,"Private business parking lot","Y","Y","N","Y","N","Y","N","N","N","N","N","Y","Y","N","Y","N","N","N","N","N","N","N","N","N","N",4/30/2012 16:15
1006192,"Defiance County Farmers' Markets","http://www.defiance.osu.edu","S.R. 127 south of S.R. 18","Sherwood","Defiance","Ohio",43556,"May to September","Fri:9:00 AM - 12:00 PM;",,,,,,,-84.553142,41.2899,"Local government building grounds","Y","Y","N","Y","N","Y","N","N","N","N","N","Y","Y","Y","N","N","N","Y","N","N","N","N","N","N","N",4/30/2012 16:15
1006272,"DeForest Area Farmers' Market",,"DeForest Area Public Library, Market Street","DeForest","Dane","Wisconsin",53532,,,,,,,,,-89.3418,43.2471,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","May 26 2010 11:48AM"
1005914,"Deitch's Frm Market",,"1613 Trindle Road","Carlisle","Cumberland","Pennsylvania",17013,,,,,,,,,-77.1262,40.1964,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001995,"Dekalb County Farmers Market",,"VFW Fairgrounds","Fort Payne","Dekalb","Alabama",35967,,,,,,,,,-85.7107,34.4256,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007145,"Dekalb Farmer's Market",,"205 Bryant St","Smithville","DeKalb","Tennessee",37166,,,,,,,,,-85.8328,35.9799,"Local government building grounds","Y","N","N","N","N","Y","Y","N","N","N","N","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","N","N",2/3/2012 10:48
1004442,"DeKalb Farmers' Market","http://www.renewdekalb.com","Corner of 2nd and Locust Streets","DeKalb","DeKalb","Illinois",60115,"06/06/2013 to 09/26/2013","Thu: 12:00 PM-6:00 PM;",,,,,,,-88.75199,41.93105,"Other","Y","N","N","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","Y",6/24/2013 15:33
1000038,"Del Mar Farmers Market",,"1050 Camino Del Mar","Del Mar","Tulare","California",92014,,,,,,,,,-117.264,32.9548,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1004841,"Del Paso Heights Community CFM",,"3525 Norwood Ave.","Sacramento","Sacramento","California",95838,,,,,,,,,-121.457687,38.630951,"Private business parking lot","Y","Y","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/30/2013 15:44
1008571,"Del Ray Farmers' Market","http://www.delrayfarmersmarket.com/","Mt. Vernon & Oxford Ave.","Alexandria","Alexandria","Virginia",22301,"01/01/2013 to 12/31/2013","Sat: 8:00 AM-12:00 PM;",,,,,,,-77.058777,38.826863,"Private business parking lot","Y","N","N","N","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","N",6/26/2013 15:01
1006343,"Delafield Farmes Market",,"Waukesha County City parking lot on Main Street","Delafield","Waukesha","Wisconsin",53183,,,,,,,,,-88.4026,43.0632,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005509,"Deland Saturday Morning Market",,"Wisconsin Avenue Downtown","Deland","Volusia","Florida",32724,,,,,,,,,-81.2887,29.0319,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1008057,"Delano Community Farmers Market","http://www.historicdelano.com/market","300 S. Sycamore","Delano","Sedgwick","Kansas",67213,"05/01/2013 to 10/30/2013","Wed: 5:00 PM-7:00 PM;",,,,,,,-97.346623,37.68166,"Local government building grounds","Y","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","N","N","N",7/17/2013 13:05
1000998,"Delano Farmers Market",,"1508 Garces Hwy.","Wasco","Kern","California",93280,,,,,,,,,-119.428,35.761,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
